filename,cv_split,cv_label,kvasir_mapped_label,kvasir_folder
04a78ef00c5245e0_11602.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_11603.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_11605.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_11606.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_11607.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_11609.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_11610.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_11611.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_11612.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_11627.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_11628.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_11629.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_11631.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_11632.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_11635.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_11636.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_11639.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_11640.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_2718.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_2720.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_2721.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_2722.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_2723.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_4374.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_4375.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_4376.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_4378.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_4380.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_4382.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_4386.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_4387.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_4388.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_4389.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_4390.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_4391.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_4766.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_4768.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_5612.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_5613.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_5614.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_5617.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_5618.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_5619.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_5620.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_5621.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_5622.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_5623.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_5624.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_5625.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_5626.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_5628.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_5630.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_5631.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_5632.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_5633.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_5634.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_5635.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_5636.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_5637.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_5638.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_5640.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_5641.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_5643.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_7669.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_7670.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_888.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_889.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_890.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_891.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_894.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_895.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_896.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_897.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_898.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_899.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_900.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_901.jpg,training,Angioectasia,Angioectasia,angiectasia
04a78ef00c5245e0_902.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18235.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18236.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18238.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18239.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18322.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18324.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18325.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18327.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18328.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18329.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18377.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18379.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18381.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18382.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18383.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18384.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18385.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18386.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18388.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18389.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18402.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18403.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18404.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18423.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18424.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18425.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18426.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18427.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18428.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18430.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18432.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18433.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18455.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18456.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18457.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18460.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18461.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18462.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18463.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18466.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18467.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18469.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18479.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18480.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18481.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18483.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18485.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18491.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18492.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18493.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18494.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18495.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18497.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18498.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18503.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18504.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18505.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18506.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18507.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18509.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18510.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18511.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18512.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18513.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18514.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18515.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18516.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18519.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18521.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18523.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18526.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18527.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18528.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18529.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18531.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18532.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18535.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18536.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18539.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18540.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18541.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18542.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18545.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18546.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18547.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18549.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18551.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18553.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18555.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18556.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18557.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18560.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18562.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18563.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18565.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18566.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18568.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18569.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18570.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18571.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18572.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18574.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18577.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18578.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18580.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18583.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18585.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18586.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18587.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18588.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18589.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18590.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18592.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18594.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18595.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18597.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18599.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18600.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18602.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18603.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18608.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18609.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18613.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18614.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18616.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18617.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18619.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18621.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18622.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18624.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18625.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18626.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18628.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18631.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18632.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18634.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18636.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18639.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18640.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18641.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18642.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18643.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18644.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18646.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18647.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18648.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18649.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18650.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18651.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18652.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18653.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18654.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18655.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18656.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18660.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18662.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18663.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18664.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18665.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18666.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18667.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18668.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18670.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18676.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18677.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18678.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18690.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18691.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18692.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18708.jpg,training,Angioectasia,Angioectasia,angiectasia
64440803f87b4843_18709.jpg,training,Angioectasia,Angioectasia,angiectasia
