image_id,phash,dhash
lower-gi-tract/anatomical-landmarks/cecum/000e3fee-7f5c-4819-9f9c-4c983b68888a.jpg,d58005075e1b56ff,c0c0889082245044
lower-gi-tract/anatomical-landmarks/cecum/001a41c2-2a5d-40b1-8fd5-b5f2f292277b.jpg,95215f72507e738a,f8f6e6d69e8c6070
lower-gi-tract/anatomical-landmarks/cecum/006af0aa-2044-4477-964d-10d9e043fb78.jpg,942245b7455576b7,f8f9b9f0ecfc7870
lower-gi-tract/anatomical-landmarks/cecum/00832522-ab8e-4b98-bfce-93a777929571.jpg,c5311765511e63db,ecce8e8e968664e0
lower-gi-tract/anatomical-landmarks/cecum/012ab888-64e6-4361-9745-f52b4a03ba75.jpg,d1011f3e709d63a7,f0e0c890c8a07070
lower-gi-tract/anatomical-landmarks/cecum/014a6880-6306-47ab-8766-adc17507b7c3.jpg,d5855406430c7ffb,e4e474d0c0642470
lower-gi-tract/anatomical-landmarks/cecum/019975d6-14e2-4a71-9e35-934f2280fab6.jpg,c1c1559f1b9932b3,f0c2c989cca07258
lower-gi-tract/anatomical-landmarks/cecum/01b2ec26-e814-4053-a820-37c9b703d47a.jpg,d4015e58519fdee2,f0d8e4f890b06060
lower-gi-tract/anatomical-landmarks/cecum/020945d2-ade3-4cf9-b15d-634729b2b4a2.jpg,d40357695a2d72cd,f0f8f8f091a26634
lower-gi-tract/anatomical-landmarks/cecum/0225440c-73b0-4c5e-b4b4-5bfe306834c9.jpg,8001779703fd1fe3,dcecf2f4f8bc9c90
lower-gi-tract/anatomical-landmarks/cecum/022ade3a-d78e-49b6-a447-609bdc8da113.jpg,c03f58e043fd9e34,f0b874e0c8a4c0c0
lower-gi-tract/anatomical-landmarks/cecum/02387cd3-612f-4358-a4d8-4f3116fb3db0.jpg,9409753612ed0efb,f4f0e0f8f8ec2224
lower-gi-tract/anatomical-landmarks/cecum/026d749a-7017-4a08-8920-8ed44a168f7e.jpg,d4215c754e6398ee,ecfcf8f8e0b86060
lower-gi-tract/anatomical-landmarks/cecum/02952c26-912d-447b-a6df-6dd0b15d2261.jpg,d52057075723ce3b,f8b6929292a03060
lower-gi-tract/anatomical-landmarks/cecum/02bd3e73-adac-40e7-a80a-16d8567b8929.jpg,8a0255bb557a7c33,e0e0e1f1f1e12962
lower-gi-tract/anatomical-landmarks/cecum/03668dee-c9d1-439f-828a-e9a77583a9a9.jpg,d0211f07511f7ece,f0d8b0b090e06070
lower-gi-tract/anatomical-landmarks/cecum/03b81c36-0b59-4220-bc00-00cdee1173c2.jpg,d0211c6263ff1de3,e0e0e2c8c0b03030
lower-gi-tract/anatomical-landmarks/cecum/03dcec22-f59a-465e-b438-37e9949450fd.jpg,9461552d66f30cf6,d0b0f0cce4f038bc
lower-gi-tract/anatomical-landmarks/cecum/042b5605-43b8-435e-85bc-0e21e4ced465.jpg,d4147f5b494b7229,f8ecf4f0f0f87000
lower-gi-tract/anatomical-landmarks/cecum/045a9a29-7b66-4ec0-b042-4c527d880d29.jpg,8502552752f75adb,e4fef2f3f3b63618
lower-gi-tract/anatomical-landmarks/cecum/04827eb8-7b02-4e85-baa2-e55a6191f542.jpg,d10c573a1aaf5a36,e0e0e0b0999a0c1c
lower-gi-tract/anatomical-landmarks/cecum/0484bad7-8e24-47be-9a16-86e861c67eee.jpg,c5001799463d76fb,e4c6c6c290b4566c
lower-gi-tract/anatomical-landmarks/cecum/04a2700f-b444-4b71-a956-33186e665b3e.jpg,d400070f5f3d5e76,e0c0909040606040
lower-gi-tract/anatomical-landmarks/cecum/04b6e35b-5ece-4af3-ad0f-a09a6fdb62dc.jpg,c4210f0c621f7ff3,c4c0c8c080f06060
lower-gi-tract/anatomical-landmarks/cecum/04dbbb77-4cd0-4a28-9260-256b95d02bc8.jpg,df2b0070df279466,e0f0686830184860
lower-gi-tract/anatomical-landmarks/cecum/052b1a76-5694-4542-8903-4f0209a6203c.jpg,d5815742521f5eb9,e4dae2c892a07020
lower-gi-tract/anatomical-landmarks/cecum/0547ea29-b470-4f81-988f-af778254f03a.jpg,d4c06103070f5fff,c09030f0a0a85440
lower-gi-tract/anatomical-landmarks/cecum/055f25cc-a2cd-48dd-9900-958f5d794e0b.jpg,d400550b521f73ff,f0f09c9c98a86060
lower-gi-tract/anatomical-landmarks/cecum/05d44203-878c-4655-ac4c-d90e890bdc0a.jpg,9109571746fe5a5a,f8faf1f5f8f81c18
lower-gi-tract/anatomical-landmarks/cecum/05fc4f81-db11-4af5-87da-f9fc2f752842.jpg,d410170b423f7bf9,f0b4aea6a0a066e0
lower-gi-tract/anatomical-landmarks/cecum/05fc635d-8423-4727-a3f4-367f753ba279.jpg,d43f12785e6233cc,fcfef6e2b28c80c0
lower-gi-tract/anatomical-landmarks/cecum/06158368-8187-47d6-a724-c2d8d1a4c4e0.jpg,c0c5550e12f91ff3,f0e0c2d1edf13038
lower-gi-tract/anatomical-landmarks/cecum/068f7144-850a-4ad4-8623-2ab40e16b7c0.jpg,d4910513071f53ff,c480b0d0c0e060e0
lower-gi-tract/anatomical-landmarks/cecum/06a4e549-df04-428f-a370-aa6bce87e9eb.jpg,d184631607f35e1f,d4f6b0f8fc941808
lower-gi-tract/anatomical-landmarks/cecum/06dc4006-6b03-46b0-aaf6-0af47f27c68a.jpg,d5025722543fda6d,ecf8f8b0b69a62e0
lower-gi-tract/anatomical-landmarks/cecum/06fff1c3-0d03-43c0-8850-4c6146198cb9.jpg,940157784eef0ee5,f0f8e0e0b0b038b0
lower-gi-tract/anatomical-landmarks/cecum/071f886a-3e66-4377-bd19-b55832bbc23f.jpg,d1005fb9481f61fe,f0f4dcd890d068e8
lower-gi-tract/anatomical-landmarks/cecum/0724d289-be4d-4ee7-b39a-9105df9b1686.jpg,958056d153770fe3,dcbce6f682a60624
lower-gi-tract/anatomical-landmarks/cecum/073a859a-f7e6-48ba-bc11-25bcd313c323.jpg,91634ca615fb4ae5,e0e4d0d8fcf838b0
lower-gi-tract/anatomical-landmarks/cecum/077b7f3e-3a51-43e1-aa27-b414c99ce5eb.jpg,c041170a179f4fef,c080809084a07060
lower-gi-tract/anatomical-landmarks/cecum/07d5256f-0e67-4df0-a7aa-3d7116c4960b.jpg,c481070c592f7e7f,e0c08890b0a46060
lower-gi-tract/anatomical-landmarks/cecum/085623f8-d2fc-47c9-8d92-7b370f23386f.jpg,c40055664fb7367d,e0f0f8f0e3e42070
lower-gi-tract/anatomical-landmarks/cecum/08e91eb3-1cfd-4ef5-88f6-672ab70acb96.jpg,9491575348cfc9ce,fcbcbcac94986060
lower-gi-tract/anatomical-landmarks/cecum/0901cb71-3f85-4d4a-b5e4-67f7b614f692.jpg,d1911f0e41ff0ee1,f4fcd89090e020a0
lower-gi-tract/anatomical-landmarks/cecum/0905dab6-8295-4e9d-9e85-8ea6269ff3b9.jpg,9501579d561f72c6,fcdece9eaca83038
lower-gi-tract/anatomical-landmarks/cecum/090d30fe-473f-4c13-9acf-d674dcfbd092.jpg,c0001f0f4f3f7af8,e0c09080c0a06060
lower-gi-tract/anatomical-landmarks/cecum/090df806-3eaf-4621-b5ed-518323123cc7.jpg,c4210d3555355df7,92e1a98880b060e0
lower-gi-tract/anatomical-landmarks/cecum/0924f36a-430c-4c51-ae3b-a2d970391210.jpg,908a55155efd0ee5,f0f8f9f9f9b89ebc
lower-gi-tract/anatomical-landmarks/cecum/097df7d3-1ce8-4512-9b2f-d39bcce8ca5a.jpg,d595012507965f77,ced2f0e0c6c090f0
lower-gi-tract/anatomical-landmarks/cecum/099db767-3910-4e5f-bdc2-0127011b6de1.jpg,c440552a531b5bff,c0e0e0c0c1a36260
lower-gi-tract/anatomical-landmarks/cecum/09aca9b7-3b72-44eb-9413-96a6e5709dea.jpg,d4314f53440ff0f6,fcfeaef0a0a86060
