filename,cv_split,kvasir_file,phash_dist,dhash_dist,ncc
04a78ef00c5245e0_11602.jpg,training,04a78ef00c5245e0_11602.jpg,0,0,0.9997294834084266
04a78ef00c5245e0_11603.jpg,training,04a78ef00c5245e0_11603.jpg,0,0,0.999645249099767
04a78ef00c5245e0_11605.jpg,training,04a78ef00c5245e0_11605.jpg,0,0,0.9995939367846781
04a78ef00c5245e0_11606.jpg,training,04a78ef00c5245e0_11606.jpg,0,0,0.9995858698993936
04a78ef00c5245e0_11607.jpg,training,04a78ef00c5245e0_11607.jpg,0,0,0.9996079509123877
04a78ef00c5245e0_11609.jpg,training,04a78ef00c5245e0_11609.jpg,2,0,0.9995955257344185
04a78ef00c5245e0_11610.jpg,training,04a78ef00c5245e0_11610.jpg,0,0,0.999581942373603
04a78ef00c5245e0_11611.jpg,training,04a78ef00c5245e0_11611.jpg,0,0,0.9995821612346071
04a78ef00c5245e0_11612.jpg,training,04a78ef00c5245e0_11612.jpg,0,1,0.9995828671536304
04a78ef00c5245e0_11627.jpg,training,04a78ef00c5245e0_11627.jpg,0,1,0.9996277414575514
04a78ef00c5245e0_11628.jpg,training,04a78ef00c5245e0_11628.jpg,0,0,0.9997085228967354
04a78ef00c5245e0_11629.jpg,training,04a78ef00c5245e0_11629.jpg,0,0,0.9996502111942159
04a78ef00c5245e0_11631.jpg,training,04a78ef00c5245e0_11631.jpg,0,1,0.9996111392015431
04a78ef00c5245e0_11632.jpg,training,04a78ef00c5245e0_11632.jpg,0,0,0.9996084555801111
04a78ef00c5245e0_11635.jpg,training,04a78ef00c5245e0_11635.jpg,0,0,0.9995111625955194
04a78ef00c5245e0_11636.jpg,training,04a78ef00c5245e0_11636.jpg,0,1,0.9995013758923227
04a78ef00c5245e0_11639.jpg,training,04a78ef00c5245e0_11639.jpg,0,0,0.9994016566807805
04a78ef00c5245e0_11640.jpg,training,04a78ef00c5245e0_11640.jpg,0,0,0.9995192972020055
04a78ef00c5245e0_2718.jpg,training,04a78ef00c5245e0_2718.jpg,0,2,0.9998245107964249
04a78ef00c5245e0_2720.jpg,training,04a78ef00c5245e0_2720.jpg,2,0,0.999839895980904
04a78ef00c5245e0_2721.jpg,training,04a78ef00c5245e0_2721.jpg,0,0,0.9998168486685525
04a78ef00c5245e0_2722.jpg,training,04a78ef00c5245e0_2722.jpg,2,0,0.999797907784505
04a78ef00c5245e0_2723.jpg,training,04a78ef00c5245e0_2723.jpg,2,0,0.9998015128898647
04a78ef00c5245e0_4374.jpg,training,04a78ef00c5245e0_4374.jpg,0,2,0.9998041333962295
04a78ef00c5245e0_4375.jpg,training,04a78ef00c5245e0_4375.jpg,0,1,0.9998167425455007
04a78ef00c5245e0_4376.jpg,training,04a78ef00c5245e0_4376.jpg,0,1,0.9998228222999173
04a78ef00c5245e0_4378.jpg,training,04a78ef00c5245e0_4378.jpg,2,0,0.9998459094266237
04a78ef00c5245e0_4380.jpg,training,04a78ef00c5245e0_4380.jpg,0,1,0.999856585525779
04a78ef00c5245e0_4382.jpg,training,04a78ef00c5245e0_4382.jpg,0,0,0.9998610040656124
04a78ef00c5245e0_4386.jpg,training,04a78ef00c5245e0_4386.jpg,0,0,0.9998462877683186
04a78ef00c5245e0_4387.jpg,training,04a78ef00c5245e0_4387.jpg,0,0,0.9998460933594274
04a78ef00c5245e0_4388.jpg,training,04a78ef00c5245e0_4388.jpg,0,0,0.9998583395049777
04a78ef00c5245e0_4389.jpg,training,04a78ef00c5245e0_4389.jpg,0,0,0.9998425289845088
04a78ef00c5245e0_4390.jpg,training,04a78ef00c5245e0_4390.jpg,0,0,0.9998454669777767
04a78ef00c5245e0_4391.jpg,training,04a78ef00c5245e0_4391.jpg,0,0,0.9998225259715532
04a78ef00c5245e0_4766.jpg,training,04a78ef00c5245e0_4766.jpg,0,0,0.9998136269636402
04a78ef00c5245e0_4768.jpg,training,04a78ef00c5245e0_4768.jpg,0,0,0.9998529246831235
04a78ef00c5245e0_5612.jpg,training,04a78ef00c5245e0_5612.jpg,0,0,0.9998417463207454
04a78ef00c5245e0_5613.jpg,training,04a78ef00c5245e0_5613.jpg,0,0,0.9998342911272067
04a78ef00c5245e0_5614.jpg,training,04a78ef00c5245e0_5614.jpg,0,1,0.9998311601592725
04a78ef00c5245e0_5617.jpg,training,04a78ef00c5245e0_5617.jpg,0,0,0.999857680045311
04a78ef00c5245e0_5618.jpg,training,04a78ef00c5245e0_5618.jpg,2,0,0.9998534372357389
04a78ef00c5245e0_5619.jpg,training,04a78ef00c5245e0_5620.jpg,0,0,0.997549378124163
04a78ef00c5245e0_5620.jpg,training,04a78ef00c5245e0_5620.jpg,0,0,0.9998570255385069
04a78ef00c5245e0_5621.jpg,training,04a78ef00c5245e0_5621.jpg,0,1,0.9998599037609828
04a78ef00c5245e0_5622.jpg,training,04a78ef00c5245e0_5622.jpg,0,0,0.999862824024048
04a78ef00c5245e0_5623.jpg,training,04a78ef00c5245e0_5623.jpg,2,0,0.9998626812739017
04a78ef00c5245e0_5624.jpg,training,04a78ef00c5245e0_5624.jpg,0,0,0.9998634716884929
04a78ef00c5245e0_5625.jpg,training,04a78ef00c5245e0_5625.jpg,0,1,0.9998606631820067
04a78ef00c5245e0_5626.jpg,training,04a78ef00c5245e0_5626.jpg,0,0,0.9998584272311857
04a78ef00c5245e0_5628.jpg,training,04a78ef00c5245e0_5628.jpg,2,0,0.9998589523596757
04a78ef00c5245e0_5630.jpg,training,04a78ef00c5245e0_5630.jpg,0,0,0.999850987239342
04a78ef00c5245e0_5631.jpg,training,04a78ef00c5245e0_5631.jpg,0,0,0.9998477595332425
04a78ef00c5245e0_5632.jpg,training,04a78ef00c5245e0_5632.jpg,0,0,0.999839804906656
04a78ef00c5245e0_5633.jpg,training,04a78ef00c5245e0_5633.jpg,0,0,0.9998306965397912
04a78ef00c5245e0_5634.jpg,training,04a78ef00c5245e0_5634.jpg,0,0,0.9998292008380617
04a78ef00c5245e0_5635.jpg,training,04a78ef00c5245e0_5635.jpg,0,0,0.9998221601007368
04a78ef00c5245e0_5636.jpg,training,04a78ef00c5245e0_5636.jpg,0,2,0.9998258796951828
04a78ef00c5245e0_5637.jpg,training,04a78ef00c5245e0_5637.jpg,2,1,0.9998257867744625
04a78ef00c5245e0_5638.jpg,training,04a78ef00c5245e0_5638.jpg,0,0,0.9998266448113019
04a78ef00c5245e0_5640.jpg,training,04a78ef00c5245e0_5639.jpg,2,1,0.9924084626649397
04a78ef00c5245e0_5641.jpg,training,04a78ef00c5245e0_5641.jpg,0,0,0.9998186251580338
04a78ef00c5245e0_5643.jpg,training,04a78ef00c5245e0_5643.jpg,0,0,0.9998307588442301
04a78ef00c5245e0_7669.jpg,training,04a78ef00c5245e0_7669.jpg,0,0,0.9997494680673837
04a78ef00c5245e0_7670.jpg,training,04a78ef00c5245e0_7670.jpg,0,0,0.9997604965964862
04a78ef00c5245e0_888.jpg,training,04a78ef00c5245e0_888.jpg,0,0,0.9998564809298581
04a78ef00c5245e0_889.jpg,training,04a78ef00c5245e0_889.jpg,0,0,0.9998521837473103
04a78ef00c5245e0_890.jpg,training,04a78ef00c5245e0_890.jpg,0,0,0.9998556151248922
04a78ef00c5245e0_891.jpg,training,04a78ef00c5245e0_891.jpg,0,0,0.999862483415423
04a78ef00c5245e0_894.jpg,training,04a78ef00c5245e0_894.jpg,0,0,0.999843709539481
04a78ef00c5245e0_895.jpg,training,04a78ef00c5245e0_895.jpg,0,0,0.9998469933602235
04a78ef00c5245e0_896.jpg,training,04a78ef00c5245e0_896.jpg,0,0,0.9998423979363601
04a78ef00c5245e0_897.jpg,training,04a78ef00c5245e0_897.jpg,0,0,0.9998407063443638
04a78ef00c5245e0_898.jpg,training,04a78ef00c5245e0_898.jpg,0,0,0.9998235974647539
04a78ef00c5245e0_899.jpg,training,04a78ef00c5245e0_899.jpg,0,0,0.99980952290249
